,title,rev,genre,id,lyrics
11,좋니,0,Ballad,30486509,이제 괜찮니 너무 힘들었잖아우리 그 마무리가 고작 이별뿐인 건데 우린 참 어려웠어잘 지낸다고 전해 들었어 가끔벌써 참 좋은 사람만나 잘 지내고 있어굳이 내게 전하더라잘했어 넌 못 참았을 거야그 허전함을 견뎌 내기엔좋으니 사랑해서 사랑을 시작할 때니가 얼마나 예쁜지 모르지그 모습을 아직도 못 잊어헤어 나오지 못해니 소식 들린 날은 더좋으니 그 사람 솔직히 견디기 버거워니가 조금 더 힘들면 좋겠어진짜 조금 내 십 분의 일 만이라도아프다 행복해 줘억울한가 봐 나만 힘든 것 같아나만 무너진 건가고작 사랑 한번 따위 나만 유난 떠는 건지복잡해 분명 행복 바랬어이렇게 빨리 보고 싶을 줄좋으니 사랑해서 사랑을 시작할 때니가 얼마나 예쁜지 모르지그 모습을 아직도 못 잊어헤어 나오지 못해니 소식 들린 날은 더좋으니 그 사람 솔직히 견디기 버거워너도 조금 더 힘들면 좋겠어진짜 조금 내 십 분의 일 만이라도아프다 행복해 줘혹시 잠시라도 내가 떠오르면걘 잘 지내 물어 봐줘잘 지내라고 답할 걸 모두 다내가 잘 사는 줄 다 아니까 그 알량한 자존심 때문에 너무 잘 사는 척후련한 척 살아가좋아 정말 좋으니딱 잊기 좋은 추억 정도니난 딱 알맞게 사랑하지 못한뒤끝 있는 너의 예전 남자친구일 뿐스쳤던 그저 그런 사랑
12,피카부 (Peek-A-Boo),0,Dance,30736437,Uhm yeah yah Oh gosh 난리야 Oh gosh 맞아 난 좀 기분파 헤 금방 또 사랑에 빠져 Yeah yeah yeah yeah 새것만 좋아해요 반짝거리죠 다들 그렇잖아요 맞죠 Peek A Boo 설렐 때만 사랑이니까 La la la la la 내 친구 모두 소리쳐 넌 정말 문제야 I’m fine fine fine fine fine fine Peek Peek A Peek A Boo Peek Peek A Peek A Boo 흥이 난 여우 그런 나라구 Peek Peek A Peek A Boo I said 1 2 3 Play the game again 버튼을 눌러보자 쿵푸만큼 빨리 중간에 내 맘 변해도 놀라지 말기 혹시 끌리지 않니 그럼 Excuse me 자 전화해요 밤새 또 놀러 가요 함께 Restart a game 돌진해 롤링해 블랑카 오늘 저녁도 Let’s go 놀이터는 붐비고 지루해질 틈조차 없죠 Yeah yeah yeah 빙글빙글 돌아요 다들 똑같죠 오 마침내 마주친 눈빛 Peek A Boo 새로워요 사랑인가요 La la la la la 내 친구 모두 소리쳐 넌 정말 문제야 I’m fine fine fine fine fine fine Ma Boo Boo Boo Peek A Boo Boo Boo BooPeek Peek A Peek A BooPeek Peek A Peek A BooPeek Peek A Peek A Boo술래는 너로 정해졌어재밌을 거야 끼워 줄게Peek Peek A Peek A Boo저 달이 정글짐에 걸릴시간까지 노는 거야Peek Peek A Peek A BooPeek A Boo 이상해 어라 넌 좀 달라이런 게임 멈추고 너를 다시 보게 돼무섭지 않아 난 새로운 얘기가펼쳐질 거라는 걸 방금 느꼈으니까Peek Peek A Peek A BooPeek Peek A Peek A Boo흥이 난 여우 그런 나라구Peek Peek A Peek A Boo술래는 너로 정해졌어재밌을 거야 끼워 줄게Peek Peek A Peek A Boo저 달이 정글짐에 걸릴시간까지 노는 거야Peek Peek A Peek A Boo술래는 너로 정해졌어재밌을 거야 네가 좋아Peek Peek A Peek A Boo저 달이 정글짐에걸릴 시간이지만 더 놀자Peek Peek A Peek A BooPeek A BooPeek A BooPeek A Boo
13,LIKEY,0,Dance,30700708,설렌다 Me Likey Me Likey LikeyLikey Me Likey Likey Likey두근두근두근 Heart HeartMe Likey Me Likey Likey LikeyMe Likey Likey Likey두근두근두근자꾸 드러내고 싶지자꾸만 사소한 것 하나까지 전부다작은 화면 속에 내가제일 예뻐 보이고파아직은 감춰 이런 내 마음 꾹꾹멋 부린다는 건 정말 귀찮은 거그렇다고 절대 대충할 수가 없는걸매일 가슴 뛰게 해이건 네가 몰라야만 돼그러면서 뻔뻔하게BB크림 파파파 립스틱을 맘맘마카메라에 담아볼까 예쁘게이거 보면 웃어줘 그리고 꼭 눌러줘저 밑에 앙증맞고새빨간 Heart Heart근데 좋아요란 말은 뻔해내 맘 표현하기엔 부족한데근데 좋아요 잠도 못 자도지각하게 돼도 좋은걸설렌다 Me Likey Me Likey LikeyLikey Me Likey Likey Likey두근두근두근 Heart HeartMe Likey Me Likey Likey LikeyMe Likey Likey Likey두근두근두근 Heart Heart숨을 훕 참아 지퍼를 올리게다시 한번 허리를 훕으라차차차 다 입었다 Baby세상엔 예쁜 옷이너무나도 많고 많아BB크림 파파파 립스틱을 맘맘마카메라에 담아볼까 예쁘게이거 보면 웃어줘 그리고 꼭 눌러줘저 밑에 앙증맞고새빨간 Heart Heart근데 좋아요란 말은 뻔해내 맘 표현하기엔 부족한데근데 좋아요 잠도 못 자도지각하게 돼도 좋은걸그저 바라보고 있지아무 말도 할 수 없지조금만 더 다가와요 내 맘 알아줘요더 이상 감추고만 싶지 않아오늘따라 기분이 꿀꿀해안 그런척해 봐도 슬프냬 아무 반응 없는 너 땜에 삐졌는데눈치 없이 친구들이나오라고 부르네Oh 잠깐만 잠깐만연락이 이제야 오는걸 Woo하루종일 기분이 왔다 갔다울다가도 다시 신나서 춤추네설렌다 Me Likey Me Likey LikeyLikey Me Likey Likey Likey두근두근두근 Heart HeartMe Likey Me Likey Likey LikeyMe Likey Likey Likey두근두근두근 Heart Heart
14,눈 (Feat. 이문세),0,Ballad,30753021,내일 아침 하얀 눈이 쌓여 있었으면 해요그럼 따뜻한 차를 한 잔 내려드릴게요계속 내 옆에만 있어 주면 돼요약속해요눈이 올까요우리 자는 동안에눈이 올까요그대 감은 눈 위에눈이 올까요아침 커튼을 열면 눈이 올까요서두르지 마요 못다 한 얘기가 있어요잠이 들고 나면 오늘은 어제가 되어버려요계속 내 곁에만 있어 주면 돼요약속했죠눈이 올까요우리 자는 동안에눈이 올까요그대 감은 눈 위에눈이 올까요아침 커튼을 열면 눈이 올까요잘 봐요 밖이 유난히 하얗네요눈 눈이 와요눈 눈이 와요눈이 와요눈이 와요창 밖에도 눈이 와요어제 우리 말한 대로차를 한 잔 내려드릴게요
15,"그때의 나, 그때의 우리",0,R&B,30709103,그때의 나 그때의 우리참 어리석고 어렸지그때의 우리 아무것도 아닌 일에다투던 초라할 무렵에 기억달 밝은 날에 하늘을 보면우리 상처들이 떠 있고밤 또 늦은 밤에 거릴 거닐면그때의 추억이 선명하게 따라와네가 그립거나 보고프거나그런 쉬운 감정이 아니야난 그때의 우리가 세상에우리밖에 없었던 그때가 그리울 뿐그때의 우리 소홀함과 편안함그 안에서 부서질 듯 아파했던 달 밝은 날에 하늘을 보면우리 상처들이 떠 있고밤 또 늦은 밤에 거릴 거닐면그때의 추억이 선명하게 따라와네가 그립거나 보고프거나그런 쉬운 감정이 아니야난 그때의 우리가 세상에우리밖에 없었던 그때가 그리워다시 그 시간으로 돌아가고픈가벼운 순간의 감정이 아냐난 그때의 우리가 너와 내가이 세상 전부였던 그때가 그리울 뿐그때의 나 그때의 우리
16,Universe,0,Ballad,30806536,마음과 반대로 아픈 말이 나와너를 힘들게 했던 나도 내가 힘든 걸다짐과 다르게 나아진 게 없어늘 실망하게 했던 나도 후회하는 걸잊을 수 없을 것 같아바람이 차가워지면입김을 불어서 숨결을 만지던 밤행복한 웃음소리로포근히 끌어안으며별빛처럼 빛날 내일을 꿈꾸던 밤I`ll search the universe널 다시 찾을 때까지놓지 않을 거야 티끌 같은 기억도계절에 새겨진 우리의 추억은 다시몇 번이고 돌아와 널 부를 테니까웃음과 눈물이 상처와 치유가질문과 해답들이 네 안에 다 있는 걸나의 세상을 가진 나의 작은 우주가소멸하는 순간 나도 사라지겠지I`ll search the universe널 다시 찾을 때까지놓지 않을 거야 티끌 같은 기억도계절에 새겨진 우리의 추억은 다시몇 번이고 돌아와 널 부를 테니까기억은 언제나 눈물을 데려와다 씻어낸 자리에 Woo baby너 하나만 남겨 둬단 하루에 단 한번에끊어낼 수 있는 마음이 아니란 걸아프도록 느끼잖아그 어디라고 해도 너에게 가는 나I`ll search the universe널 다시 찾을 때까지놓지 않을 거야 티끌 같은 기억도계절에 새겨진 우리의 추억은 다시기어이 돌아와 널 찾을 테니까그게 사랑이니까사랑이니까
17,all of my life,0,Ballad,30550388,너무 힘들어 삶에 치이고 되는 것도 없고 가족도 안 보이고 언제부턴가 나도 중요하지 않고없진 않지만 더 많이 가져야사랑도 이어갈 수 있는 이 세상에서all of my lifeyou are all of my life그러고 보면 나 너를 만나 참 많이 변했어 꿈이 생기고 네가 가진 꿈도 이뤄주고 싶었어 나 그러려면더 높은 곳에 올라가야만 했어더 많은 것들을 가져야 가능했어다 가질 때쯤사랑보다 꿈이 더 커졌어all of my life 내가 힘이 들 때you are all of my life 네가 날 채웠는데 다른 어떤 걸로 나를 채워봐도 all of my life you are all of my life 채워지지가 않아 그렇게 우리 바라왔고 간절했던 거잖아이젠 내방에 가득한데 나도 아무것도 없는 방 안에서 넌 혼자이렇게 주저앉아 울고 있었니all of my life 넌 내 전부인데 이 모든 게 다 무슨 소용 있는데 어디선가 이 노랠 듣게 된다면 all of my life all of my life 네 이야기가 맞아
18,Beautiful,0,Ballad,30725482,바보같이 아쉬움 많은 노래가 하늘에 닿기를눈물 속에 밤새운 내 기도가 마음에 닿기를어렸어 내가 이럴 줄은 몰랐어당연한 거라 그땐 생각했었어내게 남겨준 미소가 아직도 이 가슴속에 남아있어솔직히 나 아직은 받는 사랑이 필요한 가봐홀로 남은 시간이 길어질수록 두렵고 그래그때가 그립고 너무 보고 싶고 그래 YeahI miss you so much 이제서야 느껴 우리 공간I miss you so much이렇게 눈물이 나는데 왜 난 몰랐을까So Beautiful Beautiful그 누구 보다 아름다울 너니까아프지 마 울지 마 널 향한 노래가들린다면 다시 돌아와Oh 그리워 그리워거울 속에 혼자 서있는 모습이낯설어 두려워 네가 필요해이제야 느끼는 내가 너무 싫어다시 돌아와기억은 바다처럼 넓은 창고라고그 안에서 하루 종일 헤매도혼자 느끼는 이 외로움마저유일한 너의 흔적이라고억지로 눈 감은 채 견디고 있어 오늘도I miss you so much이제서야 느껴 우리 공간I miss you so much이렇게 눈물이 나는데 왜 난몰랐을까So Beautiful Beautiful그 누구 보다 아름다울 너니까아프지 마 울지 마 널 향한 노래가들린다면 다시 돌아와Oh 그리워 그리워 거울 속에 혼자 서있는 모습이낯설어 두려워 네가 필요해이제야 느끼는 내가 너무 싫어Yeah 이렇게 너처럼 예쁜 꽃을 안고 네 앞에 다시 서고 싶어Yeah 그 시절보다 더 멋진 모습을 하고 네 앞에 나타나고 싶어 Yeah익숙했던 시간들을 손끝으로 그려돌지 않는 시계처럼 제자리서 울어반짝이던 널 천사 같은 널아름다운 널 맘껏 안아보고 싶어꼭 다시 보고 싶어So Beautiful Beautiful어디선가 울고 있진 않을까떠나지마 가지마 사랑한단 거짓말어떤 말이든 좋으니까Oh 그리워 그리워 그리워멀어지던 너의 마지막 그 말 그리워낯설어 두려워 네가 필요해이제야 느끼는 내가 너무 싫어바보같이 아쉬움 많은 노래가 하늘에 닿기를당신 향해 밤새운 내 기도가 마음에 닿기를
19,DNA,0,Hip-hop,30637982,첫눈에 널 알아보게 됐어서롤 불러왔던 것처럼내 혈관 속 DNA가 말해줘내가 찾아 헤매던 너라는 걸우리 만남은 수학의 공식종교의 율법 우주의 섭리내게 주어진 운명의 증거너는 내 꿈의 출처Take it take it너에게 내민 내 손은 정해진 숙명걱정하지 마 love이 모든 건 우연이 아니니까우린 완전 달라 baby운명을 찾아낸 둘이니까우주가 생긴 그 날부터 계속무한의 세기를 넘어서 계속우린 전생에도 아마 다음 생에도영원히 함께니까이 모든 건 우연이 아니니까운명을 찾아낸 둘이니까DNAI want it this love I want it real love난 너에게만 집중해좀 더 세게 날 이끄네태초의 DNA 가 널 원하는데이건 필연이야 I love us우리만이 true lovers그녀를 볼 때마다 소스라치게 놀라신기하게 자꾸만 숨이 멎는 게 참 이상해 설마이런 게 말로만 듣던 사랑이란 감정일까애초부터 내 심장은 널 향해 뛰니까걱정하지 마 love이 모든 건 우연이 아니니까우린 완전 달라 baby운명을 찾아낸 둘이니까우주가 생긴 그 날부터 계속무한의 세기를 넘어서 계속우린 전생에도 아마 다음 생에도영원히 함께니까이 모든 건 우연이 아니니까운명을 찾아낸 둘이니까DNA돌아보지 말아운명을 찾아낸 우리니까후회하지 말아 baby영원히영원히영원히영원히함께니까걱정하지 마 love이 모든 건 우연이 아니니까우린 완전 달라 baby운명을 찾아낸 둘이니까La la la la laLa la la la la우연이 아니니까La la la la laLa la la la la우연이 아니니까DNA
20,그리워하다,0,Ballad,30672529,My life is incompleteIt’s Missing you오늘도 하루를 보내 다를 게 없이하나도 안 어색해 혼자 있는 게너 없인 안될 것 같던 내가 이렇게 살아근데 좀 허전해 난 여전히 거기 있나 봐후련하게 다 털어내 다 다지난 일에 마음 쓰는 게 It’s alright답이 잘 보이는가 싶다가도어느새 날 가두는 감옥이 돼시간은 앞으로만 가는 걸 어째그 동안 난 아무것도 이룬 것이 없네아직도 내 마음속엔 너 Oh oh너를 그리워하다 하루가 다 지났어너를 그리워하다 일 년이 가버렸어난 그냥 그렇게 살아너를 그리워하다 그리워하다다 괜찮을 거라 되뇌어 봐도내 하루에 끝엔 또 너로 남아너 없인 안될 것 같던 내가 이렇게 살아사실 좀 허전해 넌 여전히 여기 있나 봐내 마음은 여전해 아직 너를 원해몇 년이 지나도 난 아직 널 그리워해난 아직 기억해 우리 처음 봤을 때네 옷차림과 머리 스타일도 다 정확하게I pray for you every night and dayI hope that someday soon I can see you once again아직도 내 마음속엔 너 Oh oh너를 그리워하다 하루가 다 지났어너를 그리워하다 일 년이 가버렸어난 그냥 그렇게 살아너를 그리워하다 그리워하다잠에서 깨어 헝클어진 머리처럼 내 일상도꽤나 엉망이 돼버렸어 책임져아무렇지 않은 척 드리워진 표정도 내 모든 곳에스며든 네 흔적도 다 책임져 아직도 난잊을 수 없나 봐 다시 돌아와 줘또다시 같은 엔딩이라 해도 너너를 그리워하다 하루가 다 지났어너를 그리워하다 일 년이 가버렸어너를 잊으려 하다 하루가 지나가도너를 지우려 하다 일 년이 가버려도난 그냥 그렇게 살아너를 그리워하다 그리워하다그리워하다 그리워하다
